id,label
0001_00002550000001.jpg,0
0001_00002550000005.jpg,0
0001_00002550001_0000255_script.jpg,0
0001_00002620000011.jpg,1
0001_00002620001_0000262_script.jpg,1
0001_00002620001_0000262_script_2.jpg,1
0001_00002640000004.jpg,2
0001_00002640000006.jpg,2
0001_00002640001_0000264_script.jpg,2
0001_00002650000000.jpg,3
0001_00002650000005.jpg,3
0001_00002650001_0000265_script.jpg,3
0001_00002680000000.jpg,4
0001_00002680000004.jpg,4
0001_00002680000005.jpg,4
0001_00002680001_0000268_script.jpg,4
0001_00002740000006.jpg,5
0001_00002740000007.jpg,5
0001_00002740001_0000274_script.jpg,5
0001_00002740001_0000274_script_2.jpg,5
0001_00002740001_0000274_script_3.jpg,5
0001_00002780000012.jpg,6
0001_00002780001_0000278_script.jpg,6
0001_00002810000006.jpg,7
0001_00002810001_0000281_script.jpg,7
0001_00002830000004.jpg,8
0001_00002830000008.jpg,8
0001_00002830001_0000283_script.jpg,8
0001_00002840000001.jpg,9
0001_00002840000002.jpg,9
0001_00002840000003.jpg,9
0001_00002840000004.jpg,9
0001_00002840000005.jpg,9
0001_00002840000008.jpg,9
0001_00002840000009.jpg,9
0001_00002840000010.jpg,9
0001_00002840000011.jpg,9
0001_00002840000012.jpg,9
0001_00002840001_0000284_script.jpg,9
0001_00002860000004.jpg,10
0001_00002860001_0000286_script.jpg,10
0001_00002920000002.jpg,11
0001_00002920000005.jpg,11
0001_00002920000006.jpg,11
0001_00002920000011.jpg,11
0001_00002920001_0000292_script.jpg,11
0001_00002930000000.jpg,12
0001_00002930000001.jpg,12
0001_00002930001_0000293_script.jpg,12
0001_00002970000000.jpg,13
0001_00002970001_0000297_script.jpg,13
0001_00002980000000.jpg,14
0001_00002980000001.jpg,14
0001_000029800000014.jpg,14
0001_00002980000002.jpg,14
0001_00002980000003.jpg,14
0001_00002980000004.jpg,14
0001_00002980000005.jpg,14
0001_00002980000006.jpg,14
0001_00002980000007.jpg,14
0001_00002980000008.jpg,14
0001_00002980000010.jpg,14
0001_00002980000012.jpg,14
0001_00002980000013.jpg,14
0001_00002980000015.jpg,14
0001_00002980000017.jpg,14
0001_00002980001_0000298_script.jpg,14
0001_00002980001_0000298_script_2.jpg,14
0001_00002990000001.jpg,15
0001_00002990001_0000299_script.jpg,15
0001_00003010000000.jpg,16
0001_00003010000005.jpg,16
0001_00003010000006.jpg,16
0001_00003010001_0000301_script.jpg,16
0001_00003030000007.jpg,17
0001_00003030001_0000303_script.jpg,17
0001_00003040000006.jpg,18
0001_00003040001_0000304_script.jpg,18
0001_00003050000002.jpg,19
0001_00003050001_0000305_script.jpg,19
0002_00003070000000.jpg,20
0002_00003070000001.jpg,20
0002_00003070000002.jpg,20
0002_00003070000004.jpg,20
0002_00003070000009.jpg,20
0002_00003070002_0000307_script.jpg,20
0002_00003080000000.jpg,21
0002_00003080000001.jpg,21
0002_00003080000002.jpg,21
0002_00003080000003.jpg,21
0002_00003080000004.jpg,21
0002_00003080000005.jpg,21
0002_00003080000006.jpg,21
0002_00003080000007.jpg,21
0002_00003080000008.jpg,21
0002_00003080000009.jpg,21
0002_00003080000010.jpg,21
0002_00003080000011.jpg,21
0002_00003080002_0000308_script.jpg,21
0002_00003130000000.jpg,22
0002_00003130002_0000313_script.jpg,22
0002_00003240000000.jpg,23
0002_00003240000002.jpg,23
0002_00003240002_0000324_script.jpg,23
0003_00003290000000.jpg,24
0003_00003290000001.jpg,24
0003_00003290000002.jpg,24
0003_00003290000003.jpg,24
